[2022/04/26 15:40:48] - Namespace(alpha=10.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='uniform', epochs=50, epsilon=8, fname='output_vgg16', gamma=1.01, init_tau=8, lr_max=0.01, lr_min=0.0, lr_schedule='multistep', max_iteration=8, model='vgg16', momentum=0.9, normalization='std', out_dir='mdeat_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2022/04/26 15:40:54] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 MG 	 CW Acc
[2022/04/26 15:53:55] - 14 	 66.2 	 	 0.0100 	 1.4021 	 0.4568 	 0.6953	 3190.9709 	 0.3617
[2022/04/26 15:55:09] - 15 	 66.4 	 	 0.0100 	 1.3853 	 0.4634 	 0.7297	 3198.3481 	 0.3762
[2022/04/26 15:56:23] - 16 	 66.3 	 	 0.0100 	 1.3695 	 0.4666 	 0.7270	 3232.2817 	 0.3621
[2022/04/26 15:57:37] - 17 	 66.2 	 	 0.0100 	 1.3519 	 0.4717 	 0.7430	 3240.3845 	 0.3551
[2022/04/26 15:58:50] - 18 	 66.3 	 	 0.0100 	 1.3397 	 0.4741 	 0.7270	 3267.4390 	 0.3941
[2022/04/26 16:00:04] - 19 	 66.2 	 	 0.0100 	 1.3279 	 0.4795 	 0.7402	 3273.6499 	 0.3891
[2022/04/26 16:01:18] - 20 	 66.3 	 	 0.0100 	 1.3175 	 0.4812 	 0.7137	 3283.3076 	 0.3609
[2022/04/26 16:02:32] - 21 	 66.2 	 	 0.0100 	 1.3068 	 0.4860 	 0.7219	 3307.5481 	 0.3812
[2022/04/26 16:03:46] - 22 	 66.4 	 	 0.0100 	 1.2961 	 0.4872 	 0.7246	 3318.8184 	 0.3812
[2022/04/26 16:04:59] - 23 	 66.3 	 	 0.0100 	 1.2893 	 0.4904 	 0.7363	 3333.2507 	 0.3746
[2022/04/26 16:06:13] - 24 	 66.2 	 	 0.0010 	 1.2774 	 0.4945 	 0.7203	 3331.0173 	 0.3793
[2022/04/26 16:07:27] - 25 	 66.3 	 	 0.0010 	 1.2700 	 0.5013 	 0.7895	 3303.7634 	 0.4531
[2022/04/26 16:08:41] - 26 	 66.3 	 	 0.0010 	 1.2159 	 0.5166 	 0.7957	 3377.7095 	 0.4531
[2022/04/26 16:09:55] - 27 	 66.4 	 	 0.0010 	 1.1937 	 0.5242 	 0.8004	 3417.9727 	 0.4535
[2022/04/26 16:11:22] - 28 	 79.4 	 	 0.0010 	 1.1671 	 0.5323 	 0.8023	 3407.2366 	 0.4434
[2022/04/26 16:12:48] - 29 	 79.4 	 	 0.0010 	 1.1508 	 0.5389 	 0.8012	 3416.6946 	 0.4488
[2022/04/26 16:14:16] - 30 	 80.1 	 	 0.0010 	 1.1320 	 0.5455 	 0.8008	 3439.5747 	 0.4441
[2022/04/26 16:15:44] - 31 	 80.3 	 	 0.0010 	 1.1159 	 0.5482 	 0.8039	 3458.3511 	 0.4457
[2022/04/26 16:17:25] - 32 	 93.3 	 	 0.0010 	 1.0810 	 0.5620 	 0.7949	 3399.9141 	 0.4508
[2022/04/26 16:19:05] - 33 	 93.0 	 	 0.0010 	 1.0648 	 0.5656 	 0.7969	 3431.5210 	 0.4508
[2022/04/26 16:20:46] - 34 	 93.4 	 	 0.0010 	 1.0452 	 0.5726 	 0.7957	 3414.8550 	 0.4488
[2022/04/26 16:22:27] - 35 	 93.1 	 	 0.0010 	 1.0299 	 0.5761 	 0.8023	 3408.6140 	 0.4422
[2022/04/26 16:24:07] - 36 	 93.1 	 	 0.0010 	 1.0099 	 0.5830 	 0.7934	 3432.7764 	 0.4422
[2022/04/26 16:25:48] - 37 	 92.8 	 	 0.0010 	 0.9929 	 0.5911 	 0.8016	 3432.0652 	 0.4398
[2022/04/26 16:27:28] - 38 	 92.7 	 	 0.0010 	 0.9780 	 0.5932 	 0.8051	 3423.3997 	 0.4398
[2022/04/26 16:29:08] - 39 	 92.5 	 	 0.0001 	 0.9615 	 0.5985 	 0.7945	 3417.5803 	 0.4395
[2022/04/26 16:30:48] - 40 	 92.9 	 	 0.0001 	 1.0079 	 0.5825 	 0.8035	 3549.2847 	 0.4508
[2022/04/26 16:32:42] - 41 	 105.9 	 	 0.0001 	 0.9806 	 0.5917 	 0.8082	 3555.1995 	 0.4441
[2022/04/26 16:34:35] - 42 	 105.8 	 	 0.0001 	 0.9674 	 0.5975 	 0.8039	 3522.7798 	 0.4473
[2022/04/26 16:36:29] - 43 	 106.0 	 	 0.0001 	 0.9557 	 0.6015 	 0.8039	 3547.0137 	 0.4520
[2022/04/26 16:38:22] - 44 	 106.2 	 	 0.0001 	 0.9483 	 0.6051 	 0.8023	 3559.2200 	 0.4496
[2022/04/26 16:40:16] - 45 	 105.9 	 	 0.0001 	 0.9446 	 0.6074 	 0.8086	 3554.0273 	 0.4434
[2022/04/26 16:42:10] - 46 	 106.6 	 	 0.0001 	 0.9383 	 0.6071 	 0.8031	 3584.0234 	 0.4434
[2022/04/26 16:44:04] - 47 	 106.7 	 	 0.0001 	 0.9284 	 0.6093 	 0.8027	 3583.6462 	 0.4441
[2022/04/26 16:45:59] - 48 	 107.0 	 	 0.0001 	 0.9229 	 0.6100 	 0.8043	 3590.3467 	 0.4398
[2022/04/26 16:47:53] - 49 	 106.8 	 	 0.0001 	 0.9133 	 0.6134 	 0.8102	 3590.3333 	 0.4559
[2022/04/26 16:47:53] - Total train time: 60.7623 minutes
[2022/04/26 16:47:53] - Best checkpoint at 49, 0.455859375
