[2022/05/25 01:21:15] - Namespace(alpha=8.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='uniform', epochs=50, epsilon=8, fname='output', gamma=1.01, init_tau=8, lr_max=0.05, lr_min=0.0, lr_schedule='multistep', max_iteration=8, model='pre', momentum=0.9, normalization='std', out_dir='ablation_8_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2022/05/25 01:21:19] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 MG 	 CW Acc
[2022/05/25 01:58:51] - 23 	 95.1 	 	 0.0500 	 1.4921 	 0.4209 	 0.6859	 3141.3848 	 0.3137
[2022/05/25 02:00:38] - 24 	 94.3 	 	 0.0050 	 1.4933 	 0.4222 	 0.6777	 3147.5291 	 0.3223
[2022/05/25 02:02:27] - 25 	 95.9 	 	 0.0050 	 1.3952 	 0.4603 	 0.7973	 3127.4646 	 0.4434
[2022/05/25 02:04:16] - 26 	 95.4 	 	 0.0050 	 1.3247 	 0.4823 	 0.8027	 3261.9546 	 0.4508
[2022/05/25 02:06:02] - 27 	 93.2 	 	 0.0050 	 1.2971 	 0.4931 	 0.8152	 3330.6086 	 0.4512
[2022/05/25 02:08:14] - 28 	 118.6 	 	 0.0050 	 1.2634 	 0.5028 	 0.7996	 3339.8533 	 0.4559
[2022/05/25 02:10:23] - 29 	 116.0 	 	 0.0050 	 1.2398 	 0.5118 	 0.8117	 3327.5649 	 0.4492
[2022/05/25 02:12:31] - 30 	 115.3 	 	 0.0050 	 1.2224 	 0.5161 	 0.7984	 3371.0222 	 0.4574
[2022/05/25 02:15:04] - 31 	 139.9 	 	 0.0050 	 1.1775 	 0.5326 	 0.8027	 3291.2859 	 0.4297
[2022/05/25 02:17:36] - 32 	 139.2 	 	 0.0050 	 1.1603 	 0.5399 	 0.7934	 3275.0811 	 0.4410
[2022/05/25 02:20:10] - 33 	 140.1 	 	 0.0050 	 1.1426 	 0.5462 	 0.7992	 3301.9316 	 0.4422
[2022/05/25 02:22:48] - 34 	 144.8 	 	 0.0050 	 1.1293 	 0.5487 	 0.7879	 3304.0579 	 0.4320
[2022/05/25 02:25:23] - 35 	 141.6 	 	 0.0050 	 1.1135 	 0.5569 	 0.8086	 3303.0669 	 0.4473
[2022/05/25 02:27:56] - 36 	 139.1 	 	 0.0050 	 1.1035 	 0.5623 	 0.8066	 3323.2917 	 0.4297
[2022/05/25 02:30:34] - 37 	 144.2 	 	 0.0050 	 1.0906 	 0.5670 	 0.7914	 3319.5977 	 0.4203
[2022/05/25 02:33:12] - 38 	 144.6 	 	 0.0050 	 1.0803 	 0.5688 	 0.7887	 3339.7559 	 0.4281
[2022/05/25 02:35:51] - 39 	 145.5 	 	 0.0005 	 1.0690 	 0.5745 	 0.8047	 3342.4541 	 0.4363
[2022/05/25 02:38:31] - 40 	 146.1 	 	 0.0005 	 1.0955 	 0.5629 	 0.8297	 3335.4636 	 0.4879
[2022/05/25 02:41:10] - 41 	 145.4 	 	 0.0005 	 1.0416 	 0.5804 	 0.8434	 3365.3965 	 0.4707
[2022/05/25 02:43:49] - 42 	 145.7 	 	 0.0005 	 1.0211 	 0.5866 	 0.8434	 3427.9822 	 0.4816
[2022/05/25 02:46:51] - 43 	 168.4 	 	 0.0005 	 0.9964 	 0.5926 	 0.8355	 3415.2439 	 0.4805
[2022/05/25 02:49:54] - 44 	 168.8 	 	 0.0005 	 0.9781 	 0.6028 	 0.8375	 3425.7273 	 0.4836
[2022/05/25 02:52:56] - 45 	 169.1 	 	 0.0005 	 0.9637 	 0.6086 	 0.8484	 3444.7930 	 0.4781
[2022/05/25 02:55:58] - 46 	 168.2 	 	 0.0005 	 0.9466 	 0.6100 	 0.8488	 3447.4658 	 0.4676
[2022/05/25 02:58:59] - 47 	 167.2 	 	 0.0005 	 0.9321 	 0.6156 	 0.8418	 3459.5957 	 0.4867
[2022/05/25 03:02:02] - 48 	 168.6 	 	 0.0005 	 0.9200 	 0.6207 	 0.8445	 3496.5181 	 0.4777
[2022/05/25 03:05:27] - 49 	 192.2 	 	 0.0005 	 0.8956 	 0.6328 	 0.8473	 3468.4241 	 0.4789
[2022/05/25 03:05:27] - Total train time: 92.9327 minutes
[2022/05/25 03:05:27] - Best checkpoint at 40, 0.487890625
