[2022/05/25 03:05:29] - Namespace(alpha=12.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='uniform', epochs=50, epsilon=8, fname='output', gamma=1.01, init_tau=8, lr_max=0.05, lr_min=0.0, lr_schedule='multistep', max_iteration=8, model='pre', momentum=0.9, normalization='std', out_dir='ablation_12_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2022/05/25 03:05:33] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 MG 	 CW Acc
[2022/05/25 04:25:52] - 37 	 167.5 	 	 0.0050 	 1.0461 	 0.5916 	 0.7809	 2979.8982 	 0.4301
[2022/05/25 04:28:52] - 38 	 166.5 	 	 0.0050 	 1.0353 	 0.5965 	 0.7891	 2978.8916 	 0.4270
[2022/05/25 04:31:55] - 39 	 170.1 	 	 0.0005 	 1.0220 	 0.6035 	 0.7871	 2982.2041 	 0.4309
[2022/05/25 04:35:00] - 40 	 170.2 	 	 0.0005 	 1.0935 	 0.5650 	 0.8211	 3213.1802 	 0.4883
[2022/05/25 04:38:26] - 41 	 192.5 	 	 0.0005 	 1.0304 	 0.5914 	 0.8270	 3128.1445 	 0.4742
[2022/05/25 04:41:49] - 42 	 190.1 	 	 0.0005 	 1.0052 	 0.5967 	 0.8324	 3169.1616 	 0.4840
[2022/05/25 04:45:12] - 43 	 189.0 	 	 0.0005 	 0.9826 	 0.6040 	 0.8273	 3188.2908 	 0.4914
[2022/05/25 04:48:37] - 44 	 191.3 	 	 0.0005 	 0.9623 	 0.6129 	 0.8242	 3210.2468 	 0.4855
[2022/05/25 04:52:02] - 45 	 191.4 	 	 0.0005 	 0.9480 	 0.6192 	 0.8355	 3228.4324 	 0.4730
[2022/05/25 04:55:27] - 46 	 191.2 	 	 0.0005 	 0.9291 	 0.6241 	 0.8367	 3235.8247 	 0.4699
[2022/05/25 04:58:52] - 47 	 192.4 	 	 0.0005 	 0.9119 	 0.6290 	 0.8309	 3247.2468 	 0.4867
[2022/05/25 05:02:19] - 48 	 192.9 	 	 0.0005 	 0.8982 	 0.6340 	 0.8426	 3283.5840 	 0.4664
[2022/05/25 05:05:43] - 49 	 191.6 	 	 0.0005 	 0.8853 	 0.6380 	 0.8383	 3295.2278 	 0.4805
[2022/05/25 05:05:43] - Total train time: 108.9578 minutes
[2022/05/25 05:05:43] - Best checkpoint at 43, 0.49140625
